0.006	3.51334238052	0.006	0.131683213712
0.102	5.2352809906	0.006	0.163198602602
0.114	6.59536790848	0.006	0.183429127834
0.126	5.67386245728	0.006	0.167808832682
0.138	5.20138120651	0.006	0.165234889587
0.15	4.14609193802	0.006	0.143701767357
0.162	3.66801118851	0.006	0.134193098889
0.174	3.37577486038	0.006	0.130475913697
0.186	2.92705392838	0.006	0.121018572464
0.198	2.83806633949	0.006	0.120751994507
0.21	2.62649393082	0.006	0.11436557514
0.222	2.18851804733	0.006	0.10260549382
0.234	2.22256922722	0.006	0.104823868469
0.246	2.07879686356	0.006	0.100387378062
0.258	2.14795899391	0.006	0.103708521531
0.27	2.04625892639	0.006	0.101897003134
0.282	1.83060050011	0.006	0.0960533883014
0.294	1.66155445576	0.006	0.0911523914555
0.306	1.67532634735	0.006	0.0919094559598
0.318	1.51203119755	0.006	0.0860242583733
0.33	1.53321862221	0.006	0.0871382067108
0.342	1.53306734562	0.006	0.0882535361113
0.354	1.62250888348	0.006	0.091193589938
0.366	1.49871325493	0.006	0.0873969847847
0.378	1.41850352287	0.006	0.083998777612
0.39	1.38959765434	0.006	0.083873940261
0.402	1.3519141674	0.006	0.0817214125814
0.414	1.19149446487	0.006	0.0775550168593
0.426	1.2611105442	0.006	0.0785847558125
0.438	1.24809539318	0.006	0.0784240019972
0.45	1.40458023548	0.006	0.0848125602536
0.462	1.25717580318	0.006	0.079592254834
0.474	1.37143695354	0.006	0.0834194098163
0.486	1.27215838432	0.006	0.0796323874522
0.498	0.815416276455	0.006	0.06394440098
