0.005	9.97967815399	0.005	0.243404313065
0.205	4.51130390167	0.005	0.17058967385
0.215	4.3244304657	0.005	0.161006217599
0.225	4.03349542618	0.005	0.154129197084
0.235	4.01224756241	0.005	0.155854416277
0.245	3.82410264015	0.005	0.150347829095
0.255	3.77706623077	0.005	0.151026222853
0.265	3.66120100021	0.005	0.148441409042
0.275	3.8110268116	0.005	0.153401968947
0.285	3.09930825233	0.005	0.13654276201
0.295	3.07697057724	0.005	0.136131880253
0.305	3.07697057724	0.005	0.137337426076
0.315	2.8641269207	0.005	0.130096295857
0.325	2.65055680275	0.005	0.125591447949
0.335	2.77132558823	0.005	0.128071572274
0.345	3.09749221802	0.005	0.138594010139
0.355	2.79965639114	0.005	0.130301859677
0.365	2.82417345047	0.005	0.131397914272
0.375	2.6231341362	0.005	0.125029920993
0.385	2.51271700859	0.005	0.122899904971
0.395	2.47893810272	0.005	0.120790215484
0.405	2.61913895607	0.005	0.126597274774
0.415	2.23594760895	0.005	0.116236261164
0.425	2.47367143631	0.005	0.120691469335
0.435	2.43426275253	0.005	0.121341871986
0.445	2.55448675156	0.005	0.124640758243
0.455	2.42318463326	0.005	0.122307148702
0.465	2.28552651405	0.005	0.116090467943
0.475	2.50781369209	0.005	0.123004922253
0.485	2.30677437782	0.005	0.11661727041
0.495	2.3492705822	0.005	0.118181496319
